Campaign_ID,Platform,Campaign_Type,Country,Device,Impressions,Clicks,Conversions,Revenue,Spend,Date,CTR,CPC,ROAS
CAMP-0217,Instagram,Organic,Germany,Tablet,73309,4466,440,14414.08,11352.26,2024-08-04,0.0609,2.54,1.27
CAMP-0218,Facebook,SEO,UK,Mobile,96430,3529,651,12413.06,6812.09,2024-08-05,0.0366,1.93,1.82
CAMP-0219,Facebook,Ads,Argentina,Mobile,1717,1459,1,1725.43,695.4,2024-08-06,0.8497,0.48,2.48
CAMP-0220,YouTube,Organic,Mexico,Mobile,12676,1744,519,4432.73,4678.53,2024-08-07,0.1376,2.68,0.95
CAMP-0221,Twitter,Email,Spain,Desktop,5434,4714,761,5081.77,4835.65,2024-08-08,0.8675,1.03,1.05
CAMP-0222,LinkedIn,Email,USA,Desktop,50810,576,650,16651.32,12583.38,2024-08-09,0.0113,21.85,1.32
CAMP-0223,Instagram,Influencer,Argentina,Desktop,95636,2710,635,9317.67,9830.74,2024-08-10,0.0283,3.63,0.95
CAMP-0224,Instagram,Influencer,Germany,Mobile,5994,2222,308,9787.88,4167.68,2024-08-11,0.3707,1.88,2.35
CAMP-0225,TikTok,Email,Mexico,Tablet,5234,329,739,18704.37,14517.71,2024-08-12,0.0629,44.13,1.29
CAMP-0226,Twitter,Influencer,Canada,Tablet,70300,3014,521,12778.01,4857.05,2024-08-13,0.0429,1.61,2.63
CAMP-0227,Facebook,Ads,Argentina,Desktop,44949,4027,468,17983.49,14973.6,2024-08-14,0.0896,3.72,1.2
CAMP-0228,LinkedIn,Influencer,Spain,Desktop,38405,2719,211,9184.53,14942.65,2024-08-15,0.0708,5.5,0.61
CAMP-0229,YouTube,SEO,Brazil,Tablet,35872,2943,111,3073.78,2908.6,2024-08-16,0.082,0.99,1.06
CAMP-0230,Facebook,Influencer,Brazil,Tablet,43215,1801,7,18605.72,4725.48,2024-08-17,0.0417,2.62,3.94
CAMP-0231,Twitter,Organic,USA,Desktop,24185,4031,476,9228.23,7316.36,2024-08-18,0.1667,1.82,1.26
CAMP-0232,YouTube,Ads,UK,Desktop,44442,4819,459,3714.47,9978.31,2024-08-19,0.1084,2.07,0.37
CAMP-0233,TikTok,Organic,USA,Tablet,52759,2411,252,6117.68,7944.31,2024-08-20,0.0457,3.3,0.77
CAMP-0234,TikTok,Organic,Brazil,Mobile,42153,4477,525,1110.97,14543.15,2024-08-21,0.1062,3.25,0.08
CAMP-0235,Instagram,SEO,Canada,Desktop,78535,4181,751,9419.18,10873.64,2024-08-22,0.0532,2.6,0.87
CAMP-0236,Twitter,Ads,Germany,Tablet,3581,1758,437,17077.25,3220.07,2024-08-23,0.4909,1.83,5.3
CAMP-0237,LinkedIn,Ads,Germany,Tablet,52717,2736,753,18678.25,1621.21,2024-08-24,0.0519,0.59,11.52
CAMP-0238,YouTube,Ads,Spain,Tablet,3763,2945,660,18658.78,10341.6,2024-08-25,0.7826,3.51,1.8
CAMP-0239,Facebook,Ads,Germany,Tablet,93910,4585,235,2592.08,2418.86,2024-08-26,0.0488,0.53,1.07
CAMP-0240,Twitter,Ads,Spain,Mobile,56480,2826,305,7702.87,11825.77,2024-08-27,0.05,4.18,0.65
CAMP-0241,Twitter,SEO,Argentina,Tablet,39759,1169,477,661.75,4700.0,2024-08-28,0.0294,4.02,0.14
CAMP-0242,TikTok,Influencer,Spain,Desktop,77067,3038,678,17117.79,4937.05,2024-08-29,0.0394,1.63,3.47
CAMP-0243,Instagram,Organic,Argentina,Mobile,26307,4309,19,7239.24,211.44,2024-08-30,0.1638,0.05,34.24
CAMP-0244,Instagram,Ads,Spain,Tablet,97371,4293,215,12659.23,10530.12,2024-08-31,0.0441,2.45,1.2
CAMP-0245,YouTube,Influencer,Brazil,Mobile,12064,244,134,14326.48,1743.38,2024-09-01,0.0202,7.14,8.22
CAMP-0246,TikTok,Influencer,Brazil,Desktop,77848,712,128,8653.91,11604.56,2024-09-02,0.0091,16.3,0.75
CAMP-0247,Twitter,Organic,UK,Tablet,38548,529,409,6198.2,7403.42,2024-09-03,0.0137,14.0,0.84
CAMP-0248,LinkedIn,SEO,Argentina,Desktop,37945,4268,421,19248.04,11774.98,2024-09-04,0.1125,2.76,1.63
CAMP-0249,TikTok,Email,Mexico,Tablet,48937,1473,293,19293.32,8779.7,2024-09-05,0.0301,5.96,2.2
CAMP-0250,YouTube,Email,Argentina,Tablet,7476,2758,245,5859.78,1282.38,2024-09-06,0.3689,0.46,4.57
CAMP-0251,YouTube,Influencer,Spain,Tablet,52756,3225,700,9644.54,11496.5,2024-09-07,0.0611,3.56,0.84
CAMP-0252,TikTok,Organic,Spain,Tablet,91101,3864,555,19459.6,1093.5,2024-09-08,0.0424,0.28,17.8
CAMP-0253,YouTube,Email,Mexico,Tablet,3382,2064,85,196.88,7206.59,2024-09-09,0.6103,3.49,0.03
CAMP-0254,TikTok,Influencer,USA,Mobile,50683,3839,555,8312.3,2626.62,2024-09-10,0.0757,0.68,3.16
CAMP-0255,Facebook,SEO,Spain,Tablet,88999,4855,374,2099.11,11297.41,2024-09-11,0.0546,2.33,0.19
CAMP-0256,TikTok,Email,UK,Tablet,46276,2493,445,10232.24,13678.29,2024-09-12,0.0539,5.49,0.75
CAMP-0257,TikTok,Influencer,Germany,Mobile,34402,961,377,590.93,8334.19,2024-09-13,0.0279,8.67,0.07
CAMP-0258,YouTube,Influencer,Germany,Mobile,92881,3263,389,8197.28,7930.85,2024-09-14,0.0351,2.43,1.03
CAMP-0259,YouTube,Ads,Canada,Mobile,27946,2414,656,4491.91,11471.25,2024-09-15,0.0864,4.75,0.39
CAMP-0260,Instagram,SEO,Canada,Mobile,80698,3679,50,10712.84,125.93,2024-09-16,0.0456,0.03,85.07
CAMP-0261,Instagram,Ads,Germany,Mobile,74933,3522,241,19920.27,13770.49,2024-09-17,0.047,3.91,1.45
CAMP-0262,Facebook,Organic,Germany,Mobile,23335,730,293,16030.67,3001.86,2024-09-18,0.0313,4.11,5.34
CAMP-0263,Instagram,Ads,Brazil,Tablet,46095,4701,562,16928.28,14762.58,2024-09-19,0.102,3.14,1.15
CAMP-0264,TikTok,Ads,UK,Tablet,80930,659,265,12741.77,11057.0,2024-09-20,0.0081,16.78,1.15
CAMP-0265,YouTube,Email,Mexico,Desktop,28197,2206,119,927.04,11625.05,2024-09-21,0.0782,5.27,0.08
CAMP-0266,Instagram,Influencer,Canada,Tablet,23010,3916,711,4215.27,9860.23,2024-09-22,0.1702,2.52,0.43
CAMP-0267,Instagram,SEO,Brazil,Tablet,25123,421,247,18508.78,7101.36,2024-09-23,0.0168,16.87,2.61
CAMP-0268,Facebook,Ads,Brazil,Mobile,88923,665,69,7385.65,8595.83,2024-09-24,0.0075,12.93,0.86
CAMP-0269,Twitter,SEO,Mexico,Mobile,3890,2303,56,2162.37,743.72,2024-09-25,0.592,0.32,2.91
CAMP-0270,Facebook,Ads,Brazil,Tablet,94305,4992,381,14077.87,9378.19,2024-09-26,0.0529,1.88,1.5
CAMP-0271,TikTok,Organic,Argentina,Desktop,9026,4188,38,6059.21,9410.17,2024-09-27,0.464,2.25,0.64
CAMP-0272,YouTube,Ads,UK,Mobile,65925,914,442,5450.25,13373.45,2024-09-28,0.0139,14.63,0.41
CAMP-0273,Facebook,Email,Germany,Tablet,69842,1318,17,19959.75,7609.56,2024-09-29,0.0189,5.77,2.62
CAMP-0274,Instagram,Influencer,Spain,Tablet,34665,834,731,17176.96,1203.31,2024-09-30,0.0241,1.44,14.27
CAMP-0275,YouTube,Organic,Mexico,Desktop,10277,4621,755,8217.96,4627.63,2024-10-01,0.4496,1.0,1.78
CAMP-0276,YouTube,Ads,Germany,Desktop,43239,4228,351,19607.2,9851.66,2024-10-02,0.0978,2.33,1.99
CAMP-0277,Instagram,SEO,Germany,Mobile,48664,2287,297,13037.25,3626.92,2024-10-03,0.047,1.59,3.59
CAMP-0278,Facebook,Organic,USA,Desktop,49008,4104,282,14866.25,4243.89,2024-10-04,0.0837,1.03,3.5
CAMP-0279,Instagram,Organic,Argentina,Tablet,15683,4945,585,727.11,12316.01,2024-10-05,0.3153,2.49,0.06
CAMP-0280,Twitter,Ads,Mexico,Tablet,1670,985,109,2519.94,8785.58,2024-10-06,0.5898,8.92,0.29
CAMP-0281,YouTube,Organic,Brazil,Desktop,90211,4030,179,12698.39,7652.49,2024-10-07,0.0447,1.9,1.66
CAMP-0282,LinkedIn,SEO,Spain,Desktop,18889,2388,543,17990.58,4810.86,2024-10-08,0.1264,2.01,3.74
CAMP-0283,LinkedIn,Organic,Mexico,Desktop,56612,375,745,12512.5,10977.37,2024-10-09,0.0066,29.27,1.14
CAMP-0284,TikTok,SEO,Brazil,Desktop,45535,1584,793,2767.1,4351.39,2024-10-10,0.0348,2.75,0.64
CAMP-0285,Instagram,Ads,Germany,Mobile,79542,3530,24,2403.62,11069.1,2024-10-11,0.0444,3.14,0.22
CAMP-0286,Instagram,Influencer,Spain,Desktop,55319,3911,790,16899.3,1098.02,2024-10-12,0.0707,0.28,15.39
CAMP-0287,TikTok,Organic,Brazil,Mobile,93067,2035,737,2872.12,12974.89,2024-10-13,0.0219,6.38,0.22
CAMP-0288,TikTok,Influencer,UK,Tablet,22639,4982,56,10452.62,7518.52,2024-10-14,0.2201,1.51,1.39
CAMP-0289,TikTok,SEO,Brazil,Desktop,65712,4653,179,838.56,6605.69,2024-10-15,0.0708,1.42,0.13
CAMP-0290,YouTube,Organic,USA,Mobile,17633,2828,231,1705.33,9184.8,2024-10-16,0.1604,3.25,0.19
CAMP-0291,Twitter,Email,Argentina,Desktop,35660,1320,342,13479.73,9381.67,2024-10-17,0.037,7.11,1.44
CAMP-0292,Instagram,Influencer,Germany,Tablet,69975,690,476,13814.71,2023.93,2024-10-18,0.0099,2.93,6.83
CAMP-0293,YouTube,Organic,Brazil,Tablet,33172,4753,798,6895.24,11355.69,2024-10-19,0.1433,2.39,0.61
CAMP-0294,TikTok,Influencer,Argentina,Tablet,60197,4128,575,4390.63,4175.13,2024-10-20,0.0686,1.01,1.05
CAMP-0295,Instagram,Organic,Canada,Desktop,59847,4711,454,16292.83,13579.18,2024-10-21,0.0787,2.88,1.2
CAMP-0296,YouTube,Ads,Canada,Desktop,12577,1417,231,4420.35,12276.87,2024-10-22,0.1127,8.66,0.36
CAMP-0297,Twitter,Influencer,Argentina,Mobile,78299,4092,288,10886.34,5226.68,2024-10-23,0.0523,1.28,2.08
CAMP-0298,YouTube,Email,Argentina,Tablet,21176,2625,212,19367.36,12125.7,2024-10-24,0.124,4.62,1.6
CAMP-0299,Twitter,Email,USA,Desktop,45386,3653,257,3042.26,5378.04,2024-10-25,0.0805,1.47,0.57
CAMP-0300,TikTok,SEO,UK,Tablet,64972,1631,529,18823.44,1559.17,2024-10-26,0.0251,0.96,12.07
CAMP-0301,Twitter,Organic,Germany,Tablet,90791,2036,686,3739.57,14430.23,2024-10-27,0.0224,7.09,0.26
CAMP-0302,Instagram,Influencer,Mexico,Mobile,42003,2290,228,11392.12,9806.4,2024-10-28,0.0545,4.28,1.16
CAMP-0303,TikTok,SEO,USA,Mobile,20996,4016,225,7602.45,6868.69,2024-10-29,0.1913,1.71,1.11
CAMP-0304,Instagram,Influencer,UK,Mobile,87598,2155,595,19302.08,5996.71,2024-10-30,0.0246,2.78,3.22
CAMP-0305,LinkedIn,Organic,Argentina,Mobile,36931,178,434,5543.49,4904.34,2024-10-31,0.0048,27.55,1.13
CAMP-0306,Facebook,Email,Mexico,Tablet,36710,4851,757,8053.19,14722.64,2024-11-01,0.1321,3.03,0.55
CAMP-0307,Twitter,Ads,Argentina,Mobile,35693,4046,401,19658.92,2064.47,2024-11-02,0.1134,0.51,9.52
CAMP-0308,Facebook,Email,Argentina,Mobile,36740,901,621,10775.76,4756.34,2024-11-03,0.0245,5.28,2.27
CAMP-0309,Facebook,SEO,Canada,Mobile,78241,4153,765,10102.34,7308.19,2024-11-04,0.0531,1.76,1.38
CAMP-0310,Twitter,Ads,Canada,Mobile,94583,2126,87,5229.79,7196.09,2024-11-05,0.0225,3.38,0.73
CAMP-0311,TikTok,SEO,Mexico,Tablet,77502,3044,583,14057.13,7096.93,2024-11-06,0.0393,2.33,1.98
CAMP-0312,LinkedIn,Organic,USA,Mobile,18374,3794,541,386.02,2677.97,2024-11-07,0.2065,0.71,0.14
CAMP-0313,Instagram,Ads,Canada,Tablet,77674,2806,683,1085.3,2216.74,2024-11-08,0.0361,0.79,0.49
CAMP-0314,YouTube,SEO,Germany,Desktop,82471,1694,308,12027.24,3858.78,2024-11-09,0.0205,2.28,3.12
CAMP-0315,Instagram,Organic,Argentina,Tablet,46913,4421,342,6899.32,13722.17,2024-11-10,0.0942,3.1,0.5
CAMP-0316,YouTube,Email,Spain,Tablet,67025,3194,435,19071.0,1740.14,2024-11-11,0.0477,0.54,10.96
CAMP-0317,Instagram,Organic,Brazil,Mobile,45516,292,176,18073.49,11373.51,2024-11-12,0.0064,38.95,1.59
CAMP-0318,Twitter,Influencer,Mexico,Desktop,88796,4135,138,14302.75,11375.35,2024-11-13,0.0466,2.75,1.26
CAMP-0319,LinkedIn,Organic,Mexico,Desktop,27069,220,193,16381.1,12156.07,2024-11-14,0.0081,55.25,1.35
CAMP-0320,YouTube,Organic,Canada,Desktop,57233,702,185,13379.9,13304.9,2024-11-15,0.0123,18.95,1.01
CAMP-0321,TikTok,Influencer,USA,Desktop,85811,3562,217,2599.08,3982.39,2024-11-16,0.0415,1.12,0.65
CAMP-0322,Instagram,SEO,Argentina,Tablet,60049,1549,163,15334.31,3407.16,2024-11-17,0.0258,2.2,4.5
CAMP-0323,Instagram,SEO,Germany,Desktop,40178,2149,160,4282.82,7009.31,2024-11-18,0.0535,3.26,0.61
CAMP-0324,YouTube,Organic,USA,Tablet,33821,2208,524,6536.51,4013.08,2024-11-19,0.0653,1.82,1.63
CAMP-0325,TikTok,Influencer,UK,Tablet,52727,2022,600,16402.76,11027.93,2024-11-20,0.0383,5.45,1.49
CAMP-0326,TikTok,Influencer,UK,Tablet,61935,3975,41,10776.86,9557.3,2024-11-21,0.0642,2.4,1.13
CAMP-0327,Twitter,Email,Spain,Desktop,17999,2308,209,17212.82,13131.07,2024-11-22,0.1282,5.69,1.31
CAMP-0328,Twitter,SEO,Canada,Mobile,63522,4089,740,4339.4,1286.94,2024-11-23,0.0644,0.31,3.37
CAMP-0329,Twitter,Ads,Canada,Mobile,39712,2085,274,12194.79,13730.5,2024-11-24,0.0525,6.59,0.89
CAMP-0330,Twitter,SEO,Canada,Desktop,65551,3321,278,1767.44,4435.56,2024-11-25,0.0507,1.34,0.4
CAMP-0331,Twitter,SEO,Spain,Mobile,41172,907,250,12896.91,7385.88,2024-11-26,0.022,8.14,1.75
CAMP-0332,Twitter,Email,UK,Mobile,34722,3873,309,15274.43,6607.24,2024-11-27,0.1115,1.71,2.31
CAMP-0333,LinkedIn,Ads,USA,Tablet,11625,1099,719,11740.12,11416.66,2024-11-28,0.0945,10.39,1.03
CAMP-0334,TikTok,Email,Spain,Tablet,68165,4040,139,5398.01,6333.98,2024-11-29,0.0593,1.57,0.85
CAMP-0335,Twitter,Ads,Spain,Desktop,77509,348,791,723.72,14156.12,2024-11-30,0.0045,40.68,0.05
CAMP-0336,TikTok,Organic,USA,Desktop,7859,973,545,2477.03,13542.88,2024-12-01,0.1238,13.92,0.18
CAMP-0337,TikTok,Ads,Canada,Mobile,42609,4282,529,12483.83,13088.81,2024-12-02,0.1005,3.06,0.95
CAMP-0338,Facebook,Email,Germany,Tablet,44307,4356,56,18694.96,1115.31,2024-12-03,0.0983,0.26,16.76
CAMP-0339,LinkedIn,SEO,USA,Desktop,22839,2849,111,4210.03,12821.16,2024-12-04,0.1247,4.5,0.33
CAMP-0340,Twitter,Ads,UK,Desktop,28216,4925,4,14727.02,11735.45,2024-12-05,0.1745,2.38,1.25
CAMP-0341,Instagram,Ads,Mexico,Desktop,53953,4112,409,17342.38,1597.52,2024-12-06,0.0762,0.39,10.86
CAMP-0342,YouTube,Influencer,Argentina,Desktop,85481,4095,413,10465.56,1655.84,2024-12-07,0.0479,0.4,6.32
CAMP-0343,Instagram,SEO,Mexico,Desktop,61593,1852,181,13418.39,1562.4,2024-12-08,0.0301,0.84,8.59
CAMP-0344,LinkedIn,Organic,Brazil,Desktop,73075,2763,12,16318.8,219.42,2024-12-09,0.0378,0.08,74.37
CAMP-0345,YouTube,Email,Brazil,Mobile,50522,4556,338,5287.44,8252.08,2024-12-10,0.0902,1.81,0.64
CAMP-0346,LinkedIn,Organic,Spain,Tablet,5886,2903,796,6008.22,14602.24,2024-12-11,0.4932,5.03,0.41
CAMP-0347,TikTok,SEO,Argentina,Tablet,8485,2707,258,112.49,6608.34,2024-12-12,0.319,2.44,0.02
CAMP-0348,YouTube,Ads,Mexico,Desktop,32455,4572,89,19265.57,8134.32,2024-12-13,0.1409,1.78,2.37
CAMP-0349,TikTok,Ads,Germany,Tablet,17767,3396,615,18359.14,14521.15,2024-12-14,0.1911,4.28,1.26
CAMP-0350,Instagram,SEO,Canada,Tablet,29453,1521,697,15314.91,3864.97,2024-12-15,0.0516,2.54,3.96
CAMP-0351,Instagram,Ads,UK,Tablet,77280,2999,249,1673.61,12884.13,2024-12-16,0.0388,4.3,0.13
CAMP-0352,YouTube,Ads,Brazil,Desktop,54442,991,254,9005.31,8218.54,2024-12-17,0.0182,8.29,1.1
CAMP-0353,YouTube,Ads,Germany,Desktop,52877,1957,587,2127.65,8563.67,2024-12-18,0.037,4.38,0.25
CAMP-0354,Twitter,Email,UK,Tablet,13226,4887,107,416.81,5180.45,2024-12-19,0.3695,1.06,0.08
CAMP-0355,LinkedIn,Email,UK,Tablet,94405,1293,667,12362.04,8445.69,2024-12-20,0.0137,6.53,1.46
CAMP-0356,Twitter,Influencer,Canada,Desktop,23588,4473,593,19220.51,1143.48,2024-12-21,0.1896,0.26,16.81
CAMP-0357,LinkedIn,Organic,Argentina,Mobile,79976,1516,588,18067.07,11481.42,2024-12-22,0.019,7.57,1.57
CAMP-0358,Twitter,SEO,Spain,Tablet,32709,4007,484,13965.42,4306.08,2024-12-23,0.1225,1.07,3.24
CAMP-0359,TikTok,SEO,Mexico,Mobile,48788,2016,257,2023.15,13319.74,2024-12-24,0.0413,6.61,0.15
CAMP-0360,YouTube,SEO,Canada,Tablet,89031,425,638,5555.86,5549.37,2024-12-25,0.0048,13.06,1.0
CAMP-0361,Instagram,Influencer,Germany,Mobile,38019,312,281,6469.13,2185.22,2024-12-26,0.0082,7.0,2.96
CAMP-0362,LinkedIn,Email,Spain,Mobile,45948,4412,87,15286.69,10453.43,2024-12-27,0.096,2.37,1.46
CAMP-0363,LinkedIn,Influencer,Germany,Mobile,66133,3438,203,16064.76,2510.44,2024-12-28,0.052,0.73,6.4
CAMP-0364,Instagram,SEO,Spain,Desktop,67458,3445,15,7763.61,11317.52,2024-12-29,0.0511,3.29,0.69
CAMP-0365,Twitter,Organic,Argentina,Mobile,28526,1994,150,8415.89,14523.28,2024-12-30,0.0699,7.28,0.58
CAMP-0366,LinkedIn,Ads,Brazil,Mobile,74493,1943,253,985.73,11704.32,2024-12-31,0.0261,6.02,0.08
CAMP-0367,TikTok,Email,Germany,Mobile,53198,3684,187,5853.82,385.62,2025-01-01,0.0693,0.1,15.18
CAMP-0368,YouTube,Email,Canada,Tablet,44395,1702,328,9080.58,9018.29,2025-01-02,0.0383,5.3,1.01
CAMP-0369,Instagram,Influencer,Spain,Mobile,25031,4191,543,2427.96,10446.39,2025-01-03,0.1674,2.49,0.23
CAMP-0370,YouTube,Email,Spain,Tablet,76542,3942,782,9120.02,12390.6,2025-01-04,0.0515,3.14,0.74
CAMP-0371,LinkedIn,SEO,UK,Mobile,38701,649,396,17078.2,887.23,2025-01-05,0.0168,1.37,19.25
CAMP-0372,LinkedIn,SEO,UK,Mobile,26939,4865,516,11668.29,7227.61,2025-01-06,0.1806,1.49,1.61
CAMP-0373,Instagram,Influencer,USA,Desktop,50145,1962,458,1670.7,8053.79,2025-01-07,0.0391,4.1,0.21
CAMP-0374,TikTok,SEO,Germany,Tablet,21324,1342,329,3914.26,2578.42,2025-01-08,0.0629,1.92,1.52
CAMP-0375,Facebook,Organic,UK,Mobile,23867,650,168,9543.43,4870.62,2025-01-09,0.0272,7.49,1.96
CAMP-0376,Instagram,Influencer,USA,Tablet,1203,430,692,7293.59,6631.31,2025-01-10,0.3574,15.42,1.1
CAMP-0377,Facebook,Organic,Brazil,Tablet,17544,4263,365,7238.67,12506.48,2025-01-11,0.243,2.93,0.58
CAMP-0378,Twitter,Ads,Brazil,Desktop,16899,3687,177,10632.42,13944.64,2025-01-12,0.2182,3.78,0.76
CAMP-0379,Facebook,Organic,UK,Desktop,30063,2213,654,11729.48,9444.92,2025-01-13,0.0736,4.27,1.24
CAMP-0380,TikTok,Ads,Germany,Desktop,91880,4405,361,15957.55,5954.43,2025-01-14,0.0479,1.35,2.68
CAMP-0381,Twitter,Ads,Spain,Desktop,4748,1148,759,6885.23,3847.76,2025-01-15,0.2418,3.35,1.79
CAMP-0382,Facebook,Organic,Mexico,Desktop,67629,415,638,16128.78,14732.92,2025-01-16,0.0061,35.5,1.09
CAMP-0383,Twitter,Influencer,Argentina,Desktop,81764,2620,774,6838.36,14746.15,2025-01-17,0.032,5.63,0.46
CAMP-0384,Facebook,SEO,Germany,Desktop,21884,3469,39,1203.12,13878.41,2025-01-18,0.1585,4.0,0.09
CAMP-0385,TikTok,SEO,Argentina,Desktop,26183,2526,415,11128.33,11795.75,2025-01-19,0.0965,4.67,0.94
CAMP-0386,Facebook,Ads,Canada,Mobile,82570,840,354,11799.26,4920.4,2025-01-20,0.0102,5.86,2.4
CAMP-0387,Facebook,Ads,Brazil,Tablet,72246,3619,254,18697.35,12264.16,2025-01-21,0.0501,3.39,1.52
CAMP-0388,Facebook,Influencer,UK,Desktop,20259,796,142,14548.62,6161.46,2025-01-22,0.0393,7.74,2.36
CAMP-0389,Instagram,Email,UK,Desktop,36959,362,751,18363.68,4935.26,2025-01-23,0.0098,13.63,3.72
CAMP-0390,Instagram,Organic,Argentina,Tablet,34457,4683,739,18176.11,11185.74,2025-01-24,0.1359,2.39,1.62
CAMP-0391,Instagram,Ads,Spain,Mobile,86679,970,709,12131.02,1240.83,2025-01-25,0.0112,1.28,9.78
CAMP-0392,TikTok,SEO,Argentina,Tablet,3103,1127,576,10602.47,776.01,2025-01-26,0.3632,0.69,13.66
CAMP-0393,Twitter,Influencer,Canada,Tablet,66901,2879,10,11193.08,6746.91,2025-01-27,0.043,2.34,1.66
CAMP-0394,LinkedIn,Organic,Spain,Desktop,45535,2431,619,19568.78,6712.3,2025-01-28,0.0534,2.76,2.92
CAMP-0395,Facebook,Influencer,Canada,Tablet,17103,3668,25,15486.04,13439.88,2025-01-29,0.2145,3.66,1.15
CAMP-0396,Facebook,Organic,Mexico,Tablet,99046,847,420,2214.69,1935.99,2025-01-30,0.0086,2.29,1.14
CAMP-0397,TikTok,Organic,Brazil,Desktop,91012,4493,662,15590.73,1893.09,2025-01-31,0.0494,0.42,8.24
CAMP-0398,Facebook,Ads,UK,Desktop,79278,322,220,3493.71,2254.42,2025-02-01,0.0041,7.0,1.55
CAMP-0399,Instagram,Influencer,UK,Desktop,13391,3060,495,9002.28,494.56,2025-02-02,0.2285,0.16,18.2
CAMP-0400,LinkedIn,Influencer,Mexico,Desktop,29901,4865,236,4288.15,1122.39,2025-02-03,0.1627,0.23,3.82
CAMP-0401,YouTube,SEO,USA,Tablet,98537,1823,236,13822.7,9915.05,2025-02-04,0.0185,5.44,1.39
CAMP-0402,Facebook,SEO,Brazil,Tablet,82159,2597,218,17558.46,6502.19,2025-02-05,0.0316,2.5,2.7
CAMP-0403,Instagram,Ads,Spain,Mobile,68914,3214,486,5878.2,11465.87,2025-02-06,0.0466,3.57,0.51
CAMP-0404,YouTube,Ads,Mexico,Mobile,51357,4830,460,1732.01,14889.34,2025-02-07,0.094,3.08,0.12
CAMP-0405,LinkedIn,Email,Spain,Tablet,87908,4767,662,6040.01,9902.57,2025-02-08,0.0542,2.08,0.61
CAMP-0406,YouTube,SEO,Argentina,Mobile,39437,996,634,13480.0,804.31,2025-02-09,0.0253,0.81,16.76
CAMP-0407,Instagram,Organic,Germany,Tablet,36503,2715,143,6642.33,1613.21,2025-02-10,0.0744,0.59,4.12
CAMP-0408,Twitter,Influencer,UK,Mobile,97282,556,188,5634.43,13221.01,2025-02-11,0.0057,23.78,0.43
CAMP-0409,Twitter,Ads,Spain,Desktop,94459,293,254,3770.26,7936.06,2025-02-12,0.0031,27.09,0.48
CAMP-0410,YouTube,Influencer,Canada,Mobile,76403,555,67,10000.58,12381.32,2025-02-13,0.0073,22.31,0.81
CAMP-0411,TikTok,Influencer,Spain,Desktop,42258,4567,615,5591.38,12856.35,2025-02-14,0.1081,2.82,0.43
CAMP-0412,YouTube,Email,Germany,Desktop,34724,3208,335,14647.11,13918.73,2025-02-15,0.0924,4.34,1.05
CAMP-0413,Facebook,SEO,Brazil,Desktop,65286,3640,670,1624.79,14249.95,2025-02-16,0.0558,3.91,0.11
CAMP-0414,Facebook,Ads,UK,Desktop,75842,1922,408,13314.26,8344.65,2025-02-17,0.0253,4.34,1.6
CAMP-0415,Twitter,Influencer,Argentina,Mobile,15908,3843,299,4827.44,5148.25,2025-02-18,0.2416,1.34,0.94
CAMP-0416,TikTok,Ads,Mexico,Tablet,93617,1242,601,9836.66,14429.88,2025-02-19,0.0133,11.62,0.68
CAMP-0417,Instagram,Organic,Argentina,Desktop,51626,4475,356,5793.19,8233.73,2025-02-20,0.0867,1.84,0.7
CAMP-0418,Facebook,Email,Germany,Mobile,38228,4795,255,14483.1,1010.58,2025-02-21,0.1254,0.21,14.33
CAMP-0419,Twitter,Organic,UK,Desktop,24386,1514,352,18911.61,9659.51,2025-02-22,0.0621,6.38,1.96
CAMP-0420,LinkedIn,Ads,Spain,Mobile,47754,440,731,18349.83,8835.89,2025-02-23,0.0092,20.08,2.08
CAMP-0421,Twitter,Ads,Brazil,Mobile,29302,4526,520,11710.18,13442.1,2025-02-24,0.1545,2.97,0.87
CAMP-0422,Facebook,SEO,USA,Mobile,61815,3427,523,9305.95,9815.15,2025-02-25,0.0554,2.86,0.95
CAMP-0423,Facebook,Influencer,Brazil,Tablet,85748,4887,755,16384.18,5268.33,2025-02-26,0.057,1.08,3.11
CAMP-0424,Twitter,Influencer,USA,Mobile,64344,4965,693,13698.19,14495.07,2025-02-27,0.0772,2.92,0.95
CAMP-0425,Instagram,Organic,Canada,Mobile,36618,722,283,3752.93,12034.21,2025-02-28,0.0197,16.67,0.31
CAMP-0426,YouTube,Email,Brazil,Tablet,77234,2610,311,16436.29,9474.74,2025-03-01,0.0338,3.63,1.73
CAMP-0427,Facebook,Influencer,UK,Tablet,62114,1261,98,8634.8,4429.23,2025-03-02,0.0203,3.51,1.95
CAMP-0428,Twitter,SEO,USA,Mobile,71130,979,196,3860.81,5634.43,2025-03-03,0.0138,5.76,0.69
CAMP-0429,Twitter,Organic,Mexico,Tablet,26525,1589,481,5707.77,10066.05,2025-03-04,0.0599,6.33,0.57
CAMP-0430,TikTok,Organic,UK,Desktop,80818,962,225,5423.79,1126.11,2025-03-05,0.0119,1.17,4.82
CAMP-0431,YouTube,SEO,Mexico,Desktop,15334,693,614,10432.22,3887.37,2025-03-06,0.0452,5.61,2.68
CAMP-0432,LinkedIn,Email,Brazil,Tablet,95715,4572,617,4763.96,10722.82,2025-03-07,0.0478,2.35,0.44
CAMP-0433,Instagram,SEO,Mexico,Tablet,63767,551,364,2558.97,7226.28,2025-03-08,0.0086,13.11,0.35
